NOME,VALOR[R$],TIPO,AREA[M2],QUARTOS,BANHEIROS,VAGAS GARAGEM,CONDOMINIO[R$],IPTU[R$],LOGRADOURO,MUNICIPIO,BAIRRO,CEP,IMAGENS,CODIGO,DATA_ANUNCIO,LINK,GASTOS_ANO[R$],Academia,Ar condicionado,Armários na cozinha,Armários no quarto,Churrasqueira,Condomínio fechado,Elevador,Mobiliado,Permitido animais,Piscina,Portaria,Porteiro 24h,Quarto de serviço,Salão de festas,Segurança 24h,Varanda,Área de serviço,Portão eletrônico,Área murada,LATITUDE,LONGITUDE
"Aluga-se bom apartamento de dois quartos no Jardim Botânico, em São José!",2100.0,Apartamento padrão,60,2,1,2,0,100,Rua Caroba,São José,Potecas,88119422,17.0,1156188552,24/03 às 18:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluga-se-bom-apartamento-de-dois-quartos-no-jardim-botanico-em-sao-jose-1156188552,100,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,,
Casa para aluguel possui 241 metros quadrados com 4 quartos,13000.0,Casa em rua pública,241,4,5 ou mais,2,0,0,Rua das Tainhas,Florianópolis,Jurerê Internacional,88053450,20.0,1155520749,24/03 às 18:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-possui-241-metros-quadrados-com-4-quartos-1155520749,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-27.4429466,-48.5047908
"APARTAMENTO TEMPORADA  2 dormitórios, Canasvieiras - Florianópolis - SC",300.0,Apartamento padrão,68,2,2,1,0,0,Rua Mário Lacombe,Florianópolis,Canasvieiras,88054260,20.0,1138977800,24/03 às 18:29,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-temporada-2-dormitorios-canasvieiras-florianopolis-sc-1138977800,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,-27.4326089,-48.4621499
Centro | 2 suítes + 2 vagas,10230.0,Apartamento padrão,108,2,3,2,1062,3888,Rua Doutor Armínio Tavares,Florianópolis,Centro,88015250,20.0,1154888204,24/03 às 18:34,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/centro-2-suites-2-vagas-1154888204,16632,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-27.5888152,-48.5524544
Apto por diária em Canasvieiras,400.0,Apartamento padrão,42,1,1,1,0,0,Avenida das Nações,Florianópolis,Canasvieiras,88054010,20.0,1094980548,24/03 às 18:36,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apto-por-diaria-em-canasvieiras-1094980548,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-27.4341817,-48.4581034
"Carvoeira | Apartamento 1 quarto, sendo 1 suite",5200.0,Apartamento padrão,50,1,2,1,564,1139,Rua das Camélias,Florianópolis,Carvoeira,88040530,11.0,1153509667,24/03 às 18:58,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/carvoeira-apartamento-1-quarto-sendo-1-suite-1153509667,7907,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-27.6047066,-48.5264476
Alugo casa em Cond Familiar na Praia de Fora,4200.0,Casa em condominio fechado,100,2,2,3,0,0,Rua Arcanjo Cândido da Silva,Palhoça,Praia de Fora,88138300,16.0,1160568212,24/03 às 19:03,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-casa-em-cond-familiar-na-praia-de-fora-1160568212,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,-27.7359895,-48.6378439
"Cobertura com 3 dormitórios para alugar, 220 m² por R$ 16.500,00/mês - Jurerê - Florianópo",15000.0,Apartamento cobertura,221,3,2,2,1200,300,Rua Dario João de Souza,Florianópolis,Jurerê,88053760,20.0,1122435905,24/03 às 19:05,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-com-3-dormitorios-para-alugar-220-m-por-r-16-500-00-mes-jurere-florianopo-1122435905,14700,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,-27.4450666,-48.4869811
Apartamento para aluguel por diárias - temporada,1200.0,Apartamento padrão,80,1,2,1,0,0,Avenida Luiz Boiteux Piazza - de 1300/1301 a 3539/3540,Florianópolis,Cachoeira do Bom Jesus,88056000,20.0,994936993,24/03 às 19:10,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-por-diarias-temporada-994936993,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,,
Apartamento - Palhoça SC,2700.0,Apartamento padrão,67,2,2,1,350,0,Rua das Cegonhas,Palhoça,Pedra Branca,88137260,20.0,1157683804,24/03 às 19:18,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-palhoca-sc-1157683804,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6263228,-48.6779887
Apartamento para temporada com 53 metros quadrados com 1 quarto em Canasvieiras - Florianó,500.0,Apartamento padrão,53,1,1,1,0,0,Rua Mário Lacombe,Florianópolis,Canasvieiras,88054260,14.0,1107196839,24/03 às 19:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-temporada-com-53-metros-quadrados-com-1-quarto-em-canasvieiras-floriano-1107196839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4326089,-48.4621499
Apartamento para temporada em praia de Cachoeira,790.0,Apartamento padrão,85,2,2,1,0,0,Rua Leonel Pereira - até 1186/1187,Florianópolis,Cachoeira do Bom Jesus,88056300,20.0,1105701245,24/03 às 19:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-temporada-em-praia-de-cachoeira-1105701245,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,
FLORIANÓPOLIS - Casa Padrão - LAGOA DA CONCEIÇÃO,7700.0,Casa em rua pública,190,2,2,2,0,250,Travessa Erotides Maria de Oliveira,Florianópolis,Lagoa da Conceição,88062170,20.0,1139060035,24/03 às 19:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-lagoa-da-conceicao-1139060035,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-27.5986817,-48.4671678
"Apartamento residencial para locação, Canasvieiras, Florianópolis.",550.0,Apartamento padrão,60,2,1,1,0,0,Rua Doutor Antônio Prudente de Moraes,Florianópolis,Canasvieiras,88054220,20.0,941249474,24/03 às 19:40,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-residencial-para-locacao-canasvieiras-florianopolis-941249474,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
APARTAMENTO 2 QUARTOS NO BAIRRO CAMPECHE EM FLORIANÓPOLIS,4000.0,Apartamento padrão,76,2,2,1,850,141,Rua Auroreal - de 717/718 ao fim,Florianópolis,Campeche,88063201,21.0,1090090007,24/03 às 19:40,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-quartos-no-bairro-campeche-em-florianopolis-1090090007,10341,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
"Barreiros | Casa 3 quartos, sendo 1 suite",4000.0,Casa em rua pública,205,3,4,2,0,1800,Rua Nelson Silva,São José,Barreiros,88117640,20.0,1151350235,24/03 às 19:43,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/barreiros-casa-3-quartos-sendo-1-suite-1151350235,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-27.5751272,-48.6114567
Casa - Florianópolis SC,18500.0,Casa em rua pública,450,4,5 ou mais,4,748,628,Servidão Thomé Manoel da Silveira,Florianópolis,Lagoa da Conceição,88062230,20.0,1157314920,24/03 às 19:49,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-florianopolis-sc-1157314920,9604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6049241,-48.4815351
"Apartamento com 1 dormitório para alugar, 31 m² por R$ 1.396,82/mês - Capoeiras - Florianó",1050.0,Apartamento padrão,32,1,1,1,294,52,Rua Professora Sofia Quint de Souza,Florianópolis,Capoeiras,88085040,18.0,1126009465,24/03 às 19:52,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-1-dormitorio-para-alugar-31-m-por-r-1-396-82-mes-capoeiras-floriano-1126009465,3580,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,-27.6025513,-48.5931107
FLORIANÓPOLIS - Apartamento Padrão - CENTRO,15293.0,Apartamento padrão,131,3,3,2,1725,587,Rua Doutor Armínio Tavares,Florianópolis,Centro,88015250,20.0,1150636220,24/03 às 19:55,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1150636220,21287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5888152,-48.5524544
PALHOçA - Apartamento Padrão - Pagani,2700.0,Apartamento padrão,138,3,3,1,308,136,Rua Vereador Jacob Knabben da Silva,Palhoça,Pagani,88132015,0.0,1163690413,24/03 às 20:09,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-padrao-pagani-1163690413,3832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.6353717,-48.6827371
PALHOçA - Apartamento Padrão - Bela Vista,1200.0,Apartamento padrão,50,2,1,1,310,35,Rua José Cosmo Pamplona,Palhoça,Bela Vista,88132700,10.0,1163690417,24/03 às 20:09,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-padrao-bela-vista-1163690417,3755,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,
PALHOçA - Apartamento Padrão - Bela Vista,1200.0,Apartamento padrão,45,2,1,1,398,37,Rua José Onofre Pereira,Palhoça,Bela Vista,88132600,2.0,1163690521,24/03 às 20:09,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-padrao-bela-vista-1163690521,4813,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-27.6534373,-48.6804869
"TEMPORADA CANASVIEIRAS - SAÍDA DIRETO AO MAR, - Florianópolis - SC",850.0,Apartamento padrão,95,2,2,2,0,0,Rua Madre Maria Vilac - de  1313 ao fim,Florianópolis,Canasvieiras,88054001,20.0,1135573691,24/03 às 20:12,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/temporada-canasvieiras-saida-direto-ao-mar-florianopolis-sc-1135573691,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,,
"APARTAMENTO RESIDENCIAL em FLORIANÓPOLIS - SC, INGLESES DO RIO VERMELHO",680.0,Apartamento padrão,83,2,1,1,0,0,Rua Lázaro de Oliveira Souza,Florianópolis,Ingleses do Rio Vermelho,88058573,20.0,1115987701,24/03 às 20:13,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-residencial-em-florianopolis-sc-ingleses-do-rio-vermelho-1115987701,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-27.4259676,-48.4043919
Aluguel | 3 suítes + 2 vagas e hobby box,18385.0,Apartamento padrão,108,3,4,2,1520,6915,Rua Doutor Armínio Tavares,Florianópolis,Centro,88015250,20.0,1154888876,24/03 às 20:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-3-suites-2-vagas-e-hobby-box-1154888876,25155,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-27.5888152,-48.5524544
Casa com piscina em Jurerê  Aluguel mensal,8900.0,Casa em rua pública,10,3,3,2,0,0,Rua Jorge Cherem,Florianópolis,Jurerê,88053620,20.0,970335388,24/03 às 20:32,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-piscina-em-jurere-aluguel-mensal-970335388,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-27.4412321,-48.4858121
Palhoça - Apartamento Padrão - Aririú da Formiga,1400.0,Apartamento padrão,60,2,1,1,0,0,Rua Orlando Correia Bruchado,Palhoça,Aririú da Formiga,88134750,10.0,1156822602,24/03 às 20:32,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-padrao-aririu-da-formiga-1156822602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6918926,-48.6606486
Casa com piscina em Jurerê Internacional,1390.0,Casa em rua pública,100,4,3,3,0,0,Rua dos Corais,Florianópolis,Jurerê Internacional,88053440,10.0,979596195,24/03 às 20:32,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-piscina-em-jurere-internacional-979596195,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-27.4416455,-48.5044015
Casa 2 quartos + escritório Condomínio Piscina Porto da Lagoa,4400.0,Casa em condominio fechado,100,2,2,2,500,0,Rodovia Doutor Antônio Luiz Moura Gonzaga - até 2545/2546,Florianópolis,Rio Tavares,88048300,18.0,1159328672,24/03 às 20:37,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-2-quartos-escritorio-condominio-piscina-porto-da-lagoa-1159328672,6000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,,
"Casa para Aluguel - Ingleses, 2 Quartos,  120 m2",3200.0,Casa em rua pública,120,2,2,2,0,0,Servidão Jatobá,Florianópolis,Ingleses do Rio Vermelho,88058114,2.0,1163701125,24/03 às 20:51,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-ingleses-2-quartos-120-m2-1163701125,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-27.4400738,-48.4045226
"Apartamento para Aluguel - Ingleses, 2 Quartos,  83 m2",2690.0,Apartamento padrão,83,2,2,1,450,0,Servidão Calêndula,Florianópolis,Ingleses do Rio Vermelho,88058081,2.0,1163701133,24/03 às 20:51,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-ingleses-2-quartos-83-m2-1163701133,5400,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-27.4374475,-48.407527
"Apartamento para Aluguel - Ingleses, 2 Quartos,  64 m2",6500.0,Apartamento padrão,64,2,2,1,450,125,Estrada Dom João Becker,Florianópolis,Ingleses do Rio Vermelho,88058600,21.0,1163701161,24/03 às 20:51,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-ingleses-2-quartos-64-m2-1163701161,5525,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-27.4415104,-48.3836852
"Apartamento para Aluguel - Itacorubi, 1 Quarto,  40 m2",1700.0,Apartamento padrão,40,1,1,1,342,61,Rodovia Admar Gonzaga - de 2026/2027 a 3787/3788,Florianópolis,Itacorubi,88034001,2.0,1163701410,24/03 às 20:51,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-itacorubi-1-quarto-40-m2-1163701410,4165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
"Apartamento para Aluguel - Jurerê, 3 Quartos,  110 m2",4800.0,Apartamento padrão,110,3,4,2,650,233,Rua das Baleias Franca,Florianópolis,Jurerê,88053515,2.0,1163701531,24/03 às 20:52,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-jurere-3-quartos-110-m2-1163701531,8033,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-27.4420306,-48.493194
Apartamento Rio Tavares,3500.0,Apartamento padrão,75,2,1,2,0,60,Servidão Manoel Isidoro Augusto,Florianópolis,Rio Tavares,88048446,11.0,1148078019,24/03 às 20:52,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-rio-tavares-1148078019,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6424454,-48.4727646
"Apartamento para Aluguel - Centro, 1 Quarto,  35 m2",2200.0,Apartamento padrão,35,1,1,1,325,128,Rua Tenente Silveira - até 249/250,Florianópolis,Centro,88010300,2.0,1163702047,24/03 às 20:54,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-centro-1-quarto-35-m2-1163702047,4028,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,
"Apartamento para Aluguel - Campinas, 1 Quarto,  57 m2",2190.0,Apartamento padrão,57,1,1,1,480,49,Rua Vereador Mário Coelho Pires,São José,Campinas,88101280,2.0,1163702125,24/03 às 20:54,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-campinas-1-quarto-57-m2-1163702125,5809,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-27.5945326,-48.6088259
"Casa para Aluguel - Campeche, 2 Quartos,  130 m2",4170.0,Casa em rua pública,130,2,1,2,0,41,Rua Fidélis Govoni,Florianópolis,Campeche,88066050,21.0,1163702177,24/03 às 20:54,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-campeche-2-quartos-130-m2-1163702177,41,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
"Aluguel de Temporada! Casa com 05 suítes, ambientes amplos e integrados, excelente área ex",3600.0,Casa em rua pública,380,5 ou mais,5 ou mais,2,0,0,Rua das Guaracemas,Florianópolis,Jurerê Internacional,88053320,20.0,926855763,24/03 às 20:57,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-de-temporada-casa-com-05-suites-ambientes-amplos-e-integrados-excelente-area-ex-926855763,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-27.4404065,-48.5088245
FLORIANóPOLIS - Casa Padrão - Campeche,6000.0,Casa em rua pública,140,4,2,2,0,100,Servidão Olandi,Florianópolis,Campeche,88063463,20.0,1141133939,24/03 às 21:07,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-campeche-1141133939,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.674298,-48.4881528
Casa Jurerê Internacional para aluguel 4 suítes,5000.0,Casa em rua pública,250,4,5 ou mais,2,0,0,Rua dos Badejos,Florianópolis,Jurerê Internacional,88053336,17.0,994972184,24/03 às 21:09,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-jurere-internacional-para-aluguel-4-suites-994972184,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-27.4376212,-48.5054832
Casa para aluguel e venda possui 500 metros quadrados com 5 quartos..,45000.0,Casa em rua pública,500,5 ou mais,5 ou mais,4,0,400,Rua das Tibiras - até 482/483,Florianópolis,Jurerê Internacional,88053479,20.0,991762868,24/03 às 21:12,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-e-venda-possui-500-metros-quadrados-com-5-quartos-991762868,400,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
Amplo Apartamento a apenas 80mts da Praia,600.0,Apartamento padrão,90,2,2,2,0,0,Rua Abel Álvares Cabral Júnior,Florianópolis,Ingleses do Rio Vermelho,88058580,20.0,975932660,24/03 às 21:14,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/amplo-apartamento-a-apenas-80mts-da-praia-975932660,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-27.4233013,-48.4059404
STÚDIO COM 1 DORMITÓRIO NO BAIRRO RIO TAVARES EM FLORIANÓPOLIS,1650.0,Loft/studio,20,1,1,1,0,11,Servidão Maurina Vieira Marcelino,Florianópolis,Rio Tavares,88048389,14.0,1151358445,24/03 às 21:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/studio-com-1-dormitorio-no-bairro-rio-tavares-em-florianopolis-1151358445,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.6600506,-48.4846146
"Casa TEMPORADA em Palhoça - SC, Enseada da Pinheira",300.0,Casa em rua pública,70,2,1,3,0,0,Rua da Amizade,Palhoça,Pinheira,88139424,20.0,1094503705,24/03 às 21:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-temporada-em-palhoca-sc-enseada-da-pinheira-1094503705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.8873855,-48.5922454
Casa contemporânea para Temporada,12500.0,Casa em rua pública,450,5 ou mais,5 ou mais,5 ou mais,0,0,Avenida dos Búzios - até 1399/1400,Florianópolis,Jurerê Internacional,88053300,20.0,985998561,24/03 às 21:30,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-contemporanea-para-temporada-985998561,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Jurerê,6800.0,Apartamento padrão,95,3,3,2,856,59,Rua dos Aruanãs,Florianópolis,Jurerê Internacional,88053376,20.0,1160892881,24/03 às 21:33,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jurere-1160892881,10331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.438729,-48.4988834
"FLAT RESIDENCIAL em florianopolis - SC, ingleses",400.0,Apartamento padrão,46,1,1,1,500,1500,Rua Brisamar,Florianópolis,Ingleses do Rio Vermelho,88058570,18.0,1153527435,24/03 às 21:35,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/flat-residencial-em-florianopolis-sc-ingleses-1153527435,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4259986,-48.4038679
eStúdio garden NOVO p alugar no bairro João Paulo - Florianópolis - SC,3200.0,Loft/studio,40,1,1,1,0,0,Rodovia João Paulo - até 1499/1500,Florianópolis,João Paulo,88030300,20.0,1039303088,24/03 às 21:49,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/estudio-garden-novo-p-alugar-no-bairro-joao-paulo-florianopolis-sc-1039303088,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Itacorubi,3900.0,Apartamento padrão,82,3,1,2,0,95,Rodovia Admar Gonzaga - até 2024/2025,Florianópolis,Itacorubi,88034000,20.0,1163719389,24/03 às 22:01,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-itacorubi-1163719389,95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Florianópolis - Casa - Ingleses do Rio Vermelho,3400.0,Casa em rua pública,147,4,3,2,0,203,Rua do Canário da Terra,Florianópolis,Ingleses do Rio Vermelho,88058695,21.0,1050816455,24/03 às 22:02,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-ingleses-do-rio-vermelho-1050816455,203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
MAGUINÍFICA CASA EM JURERÊ- Florianópolis - SC,28000.0,Casa em rua pública,330,3,5 ou mais,2,0,2500,Rua dos Cambuatas,Florianópolis,Jurerê,88053525,20.0,1141313465,24/03 às 22:05,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/maguinifica-casa-em-jurere-florianopolis-sc-1141313465,2500,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,-27.4421087,-48.4922772
Lindo Apto 1 quarto em Canasvieiras,390.0,Apartamento padrão,60,1,1,1,0,0,Rua Madre Maria Vilac - até Rua 1312,Florianópolis,Canasvieiras,88054000,19.0,1073505341,24/03 às 22:08,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/lindo-apto-1-quarto-em-canasvieiras-1073505341,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,,
Temporada - Apto. 1 Quarto Excelente em Canasvieiras,370.0,Apartamento padrão,49,1,1,1,0,0,Rua Higino Brito,Florianópolis,Canasvieiras,88054420,15.0,1073462212,24/03 às 22:08,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/temporada-apto-1-quarto-excelente-em-canasvieiras-1073462212,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-27.4304309,-48.4675824
FLORIANóPOLIS - Apartamento Padrão - Centro,5500.0,Apartamento cobertura,212,2,2,2,1542,793,Rua Desembargador Arno Hoeschl,Florianópolis,Centro,88015620,0.0,1163720776,24/03 às 22:08,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1163720776,19297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Apartamento para aluguel com 70 metros quadrados com 2 quartos em Jurerê - Florianópolis -,500.0,Apartamento padrão,70,2,3,2,0,0,Rua Professor Renato Barbosa,Florianópolis,Jurerê,88053640,19.0,1076065972,24/03 às 22:08,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-com-70-metros-quadrados-com-2-quartos-em-jurere-florianopolis-1076065972,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-27.4412981,-48.4850374
"Apartamento com 2 dormitórios, 81 m² - venda por R$ 1.780.000,00 ou aluguel por R$ 9.743,0",9000.0,Apartamento padrão,81,2,3,2,600,143,Rua Presidente Nereu Ramos,Florianópolis,Centro,88015010,14.0,1150538292,24/03 às 22:08,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-81-m-venda-por-r-1-780-000-00-ou-aluguel-por-r-9-743-0-1150538292,7343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5943219,-48.5502496
"Mansão espetacular com 06 suítes e espetacular área de lazer, a 100m do mar.",12000.0,Casa em rua pública,1100,5 ou mais,5 ou mais,5 ou mais,0,0,Rua das Trutas,Florianópolis,Jurerê Internacional,88053332,20.0,1103466719,24/03 às 22:10,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/mansao-espetacular-com-06-suites-e-espetacular-area-de-lazer-a-100m-do-mar-1103466719,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-27.4377282,-48.5076571
"Aluguel de Temporada! Mansão inigualável a 50 metros do mar, confira!",8000.0,Casa em rua pública,1000,5 ou mais,5 ou mais,5 ou mais,0,0,Avenida dos Pampos,Florianópolis,Jurerê Internacional,88053330,20.0,926855673,24/03 às 22:10,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-de-temporada-mansao-inigualavel-a-50-metros-do-mar-confira-926855673,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,-27.4366769,-48.5097784
Apartamento para aluguel em Nova Palhoça - Palhoça - SC,1000.0,Apartamento padrão,46,2,1,1,300,0,Rua Campolino Geremias Lostada,Palhoça,Nova Palhoça,88131619,11.0,1155327446,24/03 às 22:13,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-em-nova-palhoca-palhoca-sc-1155327446,3600,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,-27.6744403,-48.6615497
