,NOME,VALOR,AREA,CATEGORIA,TIPO,QUARTOS,BANHEIROS,VAGAS,DETALHES_IMOVEL,DETALHES_CONDO,PARCELA1,ENTRADA,CONDOMINIO,IPTU,IMAGENS,DATA_ANUNCIO,CIDADE,CEP,link
68,"Sobrado com 2 dormitórios à venda, 74 m² por R$ 299.000,00 - Potecas - São José/SC",299.000,75,Casas,Venda - casa em rua pública,2,2,1,Varanda,88119418,2.547,59.800,0,0,9.0,24/01,Potecas,São José,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-com-2-dormitorios-a-venda-74-m-por-r-299-000-00-potecas-sao-jose-sc-1124215708
69,APARTAMENTO DE 3 DORMITÓRIOS NA AGRONÔMICA,420.000,74,Apartamentos,Venda - apartamento padrão,3,1,1,Área de serviço,Condomínio fechado,3.567,84.000,460,1.317,13.0,24/01,Florianópolis,88025460,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-3-dormitorios-na-agronomica-1101726583
70,Apartamento 2 quartos em Abraão - Florianópolis - SC,685.000,78,Apartamentos,Venda - apartamento padrão,2,2,1,"Ar condicionado, Mobiliado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina","Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas",5.802,137.000,1,1,20.0,24/01,Florianópolis,88085200,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-quartos-em-abraao-florianopolis-sc-1104861668
71,Apartamento à venda no bairro Itacorubi - Florianópolis/SC,851.000,69,Apartamentos,Venda - apartamento padrão,2,2,2,"Mobiliado, Academia, Varanda, Churrasqueira, Piscina","Elevador, Permitido animais, Academia, Piscina, Salão de festas",7.202,170.200,700,1.326,21.0,24/01,Florianópolis,88034389,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-itacorubi-florianopolis-sc-1136397746
72,Florianópolis - Casa Padrão - Jurerê Internacional,9.800.000,474,Casas,Venda - casa em rua pública,4,5 ou mais,4,"Ar condicionado, Churrasqueira, Área de serviço, Mobiliado, Piscina",Piscina,82.655,1.960.000,0,7.000,21.0,24/01,Florianópolis,88053317,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-jurere-internacional-970628515
73,Casa com 3 quartos em Campeche - Florianópolis - SC,1.350.000,165,Casas,Venda - casa em rua pública,4,3,3,Ar condicionado,Permitido animais,11.411,270.000,0,650,21.0,24/01,Florianópolis,88066065,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-quartos-em-campeche-florianopolis-sc-942892234
74,"Casa para Venda em Palhoça, Bela Vista, 2 dormitórios, 2 banheiros",280.000,69,Casas,Venda - casa em rua pública,2,2,Varanda,88137633,Palhoça,2.387,56.000,0,800,15.0,24/01,Rua Beltramini,Bela Vista,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-palhoca-bela-vista-2-dormitorios-2-banheiros-1088394523
75,"Casa 03 Dormitórios, Suíte, Piscina & Garagem para",495.000,124,Casas,Venda - casa em rua pública,3,2,2,"Piscina, Área de serviço",Piscina,4.200,99.000,0,0,17.0,24/01,São José,88119329,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-03-dormitorios-suite-piscina-garagem-para-1070261460
76,"Apartamento 3 Quartos sendo 1 Suíte, Sacada com Ch",614.800,99,Apartamentos,Venda - apartamento padrão,3,2,1,"Varanda, Área de serviço, Piscina","Piscina, Salão de festas",5.210,122.960,408,0,20.0,24/01,Palhoça,88132150,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-quartos-sendo-1-suite-sacada-com-ch-1070267296
77,Apartamento para venda possui 90 metros quadrados com 3 quartos em Capoeiras - Florianópol,700.000,90,Apartamentos,Venda - apartamento padrão,3,2,2,88070150,Florianópolis,5.929,140.000,524,149,21.0,24/01,Rua Professor Clementino de Brito,Capoeiras,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-possui-90-metros-quadrados-com-3-quartos-em-capoeiras-florianopol-1137727458
78,"@ Sobrado com piscina 3 dormitórios, 1 suíte, edícula, canil, a 1500 mts da praia dos Ingl",745.005,250,Casas,Venda - casa em rua pública,3,2,4,"Permitido animais, Portão eletrônico",88058971,6.308,149.001,0,0,19.0,24/01,Ingleses do Rio Vermelho,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-com-piscina-3-dormitorios-1-suite-edicula-canil-a-1500-mts-da-praia-dos-ingl-1137727512
79,Apartamento para venda tem 71 metros quadrados com 2 quartos,822.000,71,Apartamentos,Venda - apartamento padrão,2,2,1,"Churrasqueira, Piscina","Condomínio fechado, Elevador, Permitido animais, Piscina, Salão de festas",6.958,164.400,350,1.500,18.0,24/01,Governador Celso Ramos,88190000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-tem-71-metros-quadrados-com-2-quartos-1030639358
80,CR/ Apartamento mobiliado com 03 dormitórios sendo 01 suíte no bairro Barreiros - São José,645.000,78,Apartamentos,Venda - apartamento padrão,3,2,1,"Academia, Churrasqueira, Piscina","Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas",5.465,129.000,1,1,21.0,24/01,São José,88117350,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cr-apartamento-mobiliado-com-03-dormitorios-sendo-01-suite-no-bairro-barreiros-sao-jose-1137707706
81,"Apartamento com 2 Quartos e 1 banheiro à Venda, 55 m² por 250.000,00",250.000,55,Apartamentos,Venda - apartamento padrão,2,1,1,"Área de serviço, Armários na cozinha, Churrasqueira, Varanda","Elevador, Segurança 24h, Portaria, Permitido animais, Salão de festas",2.134,50.000,350,500,12.0,24/01,São José,88113300,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-quartos-e-1-banheiro-a-venda-55-m-por-250-000-00-1137703376
82,Apartamento tipo LOFT a venda em Jurerê,516.000,53,Apartamentos,Venda - apartamento padrão,1,1,1,"Varanda, Piscina","Piscina, Salão de festas",4.377,103.200,0,0,20.0,24/01,Florianópolis,88053750,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-tipo-loft-a-venda-em-jurere-1079952750
83,CASA GEMINADA 2 DORMITÓRIOS SUÍTES - À VENDA - CAMPECHE.,385.000,55,Casas,Venda - casa em rua pública,2,2,1,Área de serviço,88065380,3.272,77.000,0,0,17.0,24/01,Campeche,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-geminada-2-dormitorios-suites--venda-campeche-1066560969
84,FLORIANóPOLIS - Apartamento Padrão - Córrego Grande,1.065.000,97,Apartamentos,Venda - apartamento padrão,3,3,2,"Academia, Área de serviço","Elevador, Academia, Salão de festas",9.007,213.000,0,0,20.0,24/01,Florianópolis,88037001,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-corrego-grande-1052289558
85,"@Apartamento 2 dormitórios,1 suíte,a 190 mts da praia dos Ingleses Floripa",498.000,61,Apartamentos,Venda - apartamento padrão,2,2,1,"Varanda, Piscina","Elevador, Permitido animais, Piscina, Salão de festas",4.225,99.600,300,0,20.0,24/01,Florianópolis,88058971,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-dormitorios-1-suite-a-190-mts-da-praia-dos-ingleses-floripa-1137694619
86,Sobrado para venda com 115 metros quadrados com 3 quartos em Ipiranga - São José - SC,440.000,115,Casas,Venda - casa em rua pública,3,2,2,Permitido animais,88111370,3.736,88.000,0,500,20.0,24/01,Ipiranga,São José,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-para-venda-com-115-metros-quadrados-com-3-quartos-em-ipiranga-sao-jose-sc-1059791813
87,EXCELENTE OPORTUNIDADE!! AMPLO APTO MUITO BEM MONTADO E MOBILIADO - MUITA LUZ NATURAL!!,1.350.000,110,Apartamentos,Venda - apartamento padrão,3,3,2,"Ar condicionado, Mobiliado, Academia, Varanda, Churrasqueira, Piscina","Elevador, Permitido animais, Academia, Piscina, Salão de festas",11.411,270.000,1.074,1.634,20.0,24/01,Florianópolis,88030300,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-oportunidade-amplo-apto-muito-bem-montado-e-mobiliado-muita-luz-natural-908290444
88,FLORIANóPOLIS - Apartamento Padrão - Trindade,560.000,96,Apartamentos,Venda - apartamento padrão,3,2,1,"Área de serviço, Ar condicionado",Salão de festas,4.748,112.000,670,207,20.0,24/01,Florianópolis,88036000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-trindade-1086369809
89,FLORIANóPOLIS - Casa Padrão - Itaguaçu,1.390.000,200,Casas,Venda - casa em rua pública,3,4,2,"Área de serviço, Piscina, Ar condicionado",Piscina,11.748,278.000,0,0,20.0,24/01,Florianópolis,88085580,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-itaguacu-1052286644
90,FLORIANóPOLIS - Padrão - Itacorubi,550.000,53,Apartamentos,Venda - apartamento padrão,1,1,1,88034130,Florianópolis,4.664,110.000,530,980,14.0,24/01,Servidão Feliciano Martins Vieira,Itacorubi,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-padrao-itacorubi-1110447287
91,FLORIANóPOLIS - Casa Padrão - Ribeirão da Ilha,2.000.000,287,Casas,Venda - casa em rua pública,4,5 ou mais,2,"Ar condicionado, Armários na cozinha",88064094,16.868,400.000,1,60,20.0,24/01,Ribeirão da Ilha,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-ribeirao-da-ilha-1069739994
92,Apartamento novo de 2 quartos com suíte no Rio Maina em Criciúma com parcelamento direto,385.000,73,Apartamentos,Venda - apartamento padrão,2,2,1,"Varanda, Área de serviço, Churrasqueira","Condomínio fechado, Elevador, Portaria, Permitido animais, Salão de festas",3.272,77.000,230,650,20.0,24/01,Criciúma,88817660,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-novo-de-2-quartos-com-suite-no-rio-maina-em-criciuma-com-parcelamento-direto-1020482947
93,"Apartamento à venda, 147 m² por R$ 3.900.000,00 - Jurerê Internacional - Florianópolis/SC",3.900.000,147,Apartamentos,Venda - apartamento padrão,3,3,"Ar condicionado, Academia, Churrasqueira, Piscina","Condomínio fechado, Elevador, Segurança 24h, Academia, Piscina",88053301,32.893,780.000,2.000,0,20.0,24/01,Jurerê Internacional,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-147-m-por-r-3-900-000-00-jurere-internacional-florianopolis-sc-1101274568
94,"Cobertura para Venda em Florianópolis, Ingleses do Rio Vermelho, 3 dormitórios, 3 suítes, ",927.000,187,Apartamentos,Venda - apartamento cobertura,3,4,2,"Mobiliado, Varanda, Churrasqueira, Piscina","Elevador, Piscina, Salão de festas",7.843,185.400,640,0,17.0,24/01,Florianópolis,88058573,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-para-venda-em-florianopolis-ingleses-do-rio-vermelho-3-dormitorios-3-suites-1095262552
95,Apartamento de 103 m² privativos com 2 suítes e 1 vaga de garagem no bairro Agronômica,1.390.000,103,Apartamentos,Venda - apartamento padrão,2,2,1,"Ar condicionado, Mobiliado, Varanda, Área de serviço, Churrasqueira, Piscina","Condomínio fechado, Elevador, Piscina, Salão de festas",11.748,278.000,570,135,21.0,24/01,Florianópolis,88025340,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-103-m-privativos-com-2-suites-e-1-vaga-de-garagem-no-bairro-agronomica-1051793604
96,Apartamento com vista para o mar no  Oceanic Beachfront Residence no Campeche,2.290.000,116,Apartamentos,Venda - apartamento padrão,2,2,2,"Churrasqueira, Piscina","Piscina, Salão de festas",19.314,458.000,0,0,20.0,24/01,Florianópolis,88063300,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-vista-para-o-mar-no-oceanic-beachfront-residence-no-campeche-1137643157
97,"S/Ótimo apartamento no Kobrasol/São José. Próximo à beira mar. 02 dormitórios com suíte, 0",550.000,85,Apartamentos,Venda - apartamento padrão,2,2,1,"Ar condicionado, Academia, Varanda","Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Salão de festas",4.664,110.000,550,1.100,20.0,24/01,São José,88102500,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/s-otimo-apartamento-no-kobrasol-sao-jose-proximo-a-beira-mar-02-dormitorios-com-suite-0-1137643188
98,APARTAMENTO MOBILIADO RESIDENCIAL MAR GROSSO,450.000,60,Apartamentos,Venda - apartamento padrão,2,1,1,"Varanda, Churrasqueira, Piscina","Elevador, Piscina, Salão de festas",3.820,90.000,0,0,20.0,24/01,Laguna,88790000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-mobiliado-residencial-mar-grosso-1128795574
99,ALTO PADRÃO - ANDAR ALTO - 02 SUÍTES - 02 VAGAS LIVRES!!!,1.800.000,112,Apartamentos,Venda - apartamento padrão,2,4,2,"Ar condicionado, Piscina","Condomínio fechado, Elevador, Piscina, Salão de festas",15.181,360.000,725,590,21.0,24/01,Florianópolis,88015620,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alto-padrao-andar-alto-02-suites-02-vagas-livres-889640536
100,APARTAMENTO - STUDIO - BOM ABRIGO,485.000,49,Apartamentos,Venda - apartamento padrão,1,1,1,"Ar condicionado, Mobiliado, Academia, Varanda, Área de serviço","Academia, Salão de festas",4.116,97.000,229,0,20.0,24/01,Florianópolis,88085260,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-studio-bom-abrigo-972306911
101,Apartamento 3 dormitórios no bairro Kobrasol - São José/ SC,369.000,74,Apartamentos,Venda - apartamento padrão,3,1,1,Ar condicionado,"Condomínio fechado, Permitido animais",3.137,73.800,330,114,,24/01,São José,88102001,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-dormitorios-no-bairro-kobrasol-sao-jose-sc-1135234551
102,Cobertura 2 dorm próximo da praia,1.600.000,166,Apartamentos,Venda - apartamento cobertura,2,2,2,"Varanda, Churrasqueira, Piscina","Elevador, Piscina",13.495,320.000,900,0,20.0,24/01,Florianópolis,88063405,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-2-dorm-proximo-da-praia-1129245625
103,"Apartamento com 2 dormitórios à venda, 98 m² por R$ 359.000,00 - Ingleses - Florianópolis/",359.000,98,Apartamentos,Venda - apartamento padrão,2,2,1,"Mobiliado, Varanda, Área de serviço, Churrasqueira",88058535,3.053,71.800,1,1,14.0,24/01,Ingleses do Rio Vermelho,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-98-m-por-r-359-000-00-ingleses-florianopolis-1095248534
104,Apartamento para venda tem 224 metros quadrados com 4 quartos em Agronômica - Florianópoli,3.200.000,224,Apartamentos,Venda - apartamento padrão,4,5 ou mais,2,"Churrasqueira, Piscina","Elevador, Permitido animais, Piscina, Salão de festas",26.989,640.000,1.754,10,20.0,24/01,Florianópolis,88025002,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-tem-224-metros-quadrados-com-4-quartos-em-agronomica-florianopoli-1137630547
105,"CASA RESIDENCIAL em FLORIANÓPOLIS - SC, PONTA DAS CANAS",1.430.000,240,Casas,Venda - casa em rua pública,3,3,2,88056720,Florianópolis,12.086,286.000,0,0,20.0,24/01,Rua Alcides Bonatelli,Ponta das Canas,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-residencial-em-florianopolis-sc-ponta-das-canas-1034473544
106,"CASA RESIDENCIAL em FLORIANÓPOLIS - SC, CACHOEIRA DO BOM JESUS",1.010.000,146,Casas,Venda - casa em rua pública,3,1,3,88056300,Florianópolis,8.543,202.000,0,900,20.0,24/01,Rua Leonel Pereira - até 1186/1187,Cachoeira do Bom Jesus,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-residencial-em-florianopolis-sc-cachoeira-do-bom-jesus-1061748420
107,"APARTAMENTO RESIDENCIAL em FLORIANÓPOLIS - SC, CACHOEIRA DO BOM JESUS",800.000,78,Apartamentos,Venda - apartamento padrão,2,2,1,"Mobiliado, Churrasqueira",Elevador,6.772,160.000,650,1.100,20.0,24/01,Florianópolis,88056130,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-residencial-em-florianopolis-sc-cachoeira-do-bom-jesus-1028521447
108,Apartamento Padrão,310.000,54,Apartamentos,Venda - apartamento padrão,2,1,1,"Mobiliado, Área de serviço, Churrasqueira, Piscina","Elevador, Piscina, Salão de festas",2.640,62.000,380,360,,24/01,Florianópolis,88056560,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-padrao-1137625986
109,CASA NOVA - 4 DORMS - 3 SUÍTES - PISCINA - STO. ANTÔNIO DE LISBOA,2.500.000,312,Casas,Venda - casa em rua pública,4,5 ou mais,3,"Ar condicionado, Churrasqueira",88050541,21.085,500.000,0,0,19.0,24/01,Santo Antônio de Lisboa,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-nova-4-dorms-3-suites-piscina-sto-antonio-de-lisboa-1132766055
110,"Casa com 3 dormitórios sendo 1 suíte à venda, 120 m² por R$ 489.000 - Forquilhas - São Jos",489.000,120,Casas,Venda - casa em rua pública,3,1,2,Área de serviço,88107350,4.149,97.800,0,0,12.0,24/01,Forquilhas,São José,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dormitorios-sendo-1-suite-a-venda-120-m-por-r-489-000-forquilhas-sao-jos-1029184151
111,"Sobrado à venda, 100 m² por R$ 355.000,00 - Cidade de Florianópolis - São José/SC",355.000,100,Casas,Venda - casa em rua pública,2,1,1,"Varanda, Área de serviço",88111340,3.019,71.000,0,0,15.0,24/01,Ipiranga,São José,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-a-venda-100-m-por-r-355-000-00-cidade-de-florianopolis-sao-jose-sc-1029179635
112,FLORIANóPOLIS - Apartamento Padrão - Abraão,932.000,98,Apartamentos,Venda - apartamento padrão,3,2,2,"Ar condicionado, Academia, Área de serviço","Salão de festas, Academia",7.886,186.400,900,1.450,20.0,24/01,Florianópolis,88085200,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-abraao-1084481646
113,apartamento de 2 dormitorios a venda centro rua duarte schutel florianopolis,700.000,67,Apartamentos,Venda - apartamento padrão,2,1,1,88015640,Florianópolis,5.929,140.000,800,900,15.0,24/01,Rua Duarte Schutel,Centro,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-2-dormitorios-a-venda-centro-rua-duarte-schutel-florianopolis-1111981990
114,Apartamento a venda de 3 dormitorios Itacorubi Florianopolis,1.180.000,111,Apartamentos,Venda - apartamento padrão,3,3,2,"Mobiliado, Academia, Varanda, Piscina","Elevador, Segurança 24h, Academia, Piscina, Salão de festas",9.977,236.000,1.056,1.886,20.0,24/01,Florianópolis,88034280,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-de-3-dormitorios-itacorubi-florianopolis-1111981127
115,Florianopolis - Apartamento Padrão - Joo Paulo,990.000,120,Apartamentos,Venda - apartamento padrão,4,3,2,"Ar condicionado, Mobiliado, Varanda, Área de serviço, Piscina","Piscina, Salão de festas",8.375,198.000,850,0,20.0,24/01,Florianópolis,88030300,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-joo-paulo-1072153309
116,Venda | Apartamento 3 suítes,1.385.000,112,Apartamentos,Venda - apartamento padrão,3,4,3,"Área de serviço, Churrasqueira",Salão de festas,11.706,277.000,850,0,16.0,24/01,Florianópolis,88025260,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/venda-apartamento-3-suites-1063291266
117,Casa Face Norte Financiável em Condomínio Fechado no Campeche - Florianópolis/SC,2.200.000,222,Casas,Venda - casa em condominio fechado,2,3,2,Área de serviço,88065367,18.555,440.000,0,0,20.0,24/01,Campeche,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-face-norte-financiavel-em-condominio-fechado-no-campeche-florianopolis-sc-1042860790
118,"CASA RESIDENCIAL em FLORIANÓPOLIS - SC, INGLESES DO RIO VERMELHO",420.000,100,Casas,Venda - casa em rua pública,3,3,2,Churrasqueira,88058100,3.567,84.000,0,0,14.0,24/01,Ingleses do Rio Vermelho,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-residencial-em-florianopolis-sc-ingleses-do-rio-vermelho-1137603301
